,last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,locality_name,parks_around3000,parks_nearest,ponds_around3000,ponds_nearest,days_exposition
19,14200000.0,121.0,2019-01-09T00:00:00,3,2.75,16.0,76.0,8,,False,False,12.0,,Kyiv,0.0,,0.0,,97.0
20,6120000.0,80.0,2017-09-28T00:00:00,3,2.7,27.0,48.0,11,,False,False,12.0,2.0,Hostomel,0.0,,0.0,,74.0
21,3200000.0,31.6,2018-03-14T00:00:00,1,,5.0,16.9,2,,False,False,5.7,1.0,Kyiv,1.0,248.0,0.0,,310.0
22,5000000.0,58.0,2017-04-24T00:00:00,2,2.75,25.0,30.0,15,,False,False,11.0,2.0,Irpin,,,,,60.0
23,2950000.0,32.0,2016-10-29T00:00:00,1,2.6,9.0,17.7,9,,False,False,6.1,,Kyiv,2.0,517.0,1.0,190.0,615.0
24,6500000.0,97.2,2015-10-31T00:00:00,2,,3.0,46.5,1,,False,False,19.6,0.0,Kyiv,3.0,411.0,3.0,124.0,265.0
25,6800000.0,76.0,2015-10-01T00:00:00,2,2.75,23.0,39.0,18,False,False,False,15.0,2.0,Kyiv,0.0,,1.0,564.0,300.0
26,4050000.0,60.0,2017-04-28T00:00:00,4,,5.0,43.0,4,,False,False,7.0,,Kyiv,0.0,,1.0,95.0,265.0
27,7100000.0,70.0,2017-05-12T00:00:00,3,2.6,17.0,49.0,11,,False,False,9.2,0.0,Kyiv,2.0,452.0,1.0,779.0,151.0
28,4170000.0,44.0,2017-12-13T00:00:00,1,2.9,6.0,20.8,1,,False,False,11.7,1.0,Irpin,0.0,,1.0,118.0,74.0
29,8600000.0,100.0,2016-04-09T00:00:00,3,,19.0,52.0,15,False,False,False,11.0,0.0,Kyiv,1.0,532.0,1.0,896.0,125.0
30,2200000.0,32.8,2018-02-19T00:00:00,1,,9.0,,2,,False,False,,,Hostomel,,,,,63.0
31,7200000.0,67.9,2017-10-26T00:00:00,2,2.8,16.0,38.1,4,,False,False,13.4,2.0,Kyiv,0.0,,0.0,,112.0
32,4990000.0,60.0,2016-05-22T00:00:00,3,,5.0,39.0,4,,False,False,6.0,0.0,Kyiv,0.0,,1.0,426.0,224.0
33,4800000.0,73.0,2018-10-15T00:00:00,4,,9.0,51.6,5,,False,False,6.5,,Boryspil,0.0,,0.0,,92.0
34,3290000.0,33.0,2018-02-04T00:00:00,1,2.55,16.0,14.0,3,,False,False,8.0,,Kyiv,0.0,,0.0,,15.0
35,15500000.0,149.0,2017-06-26T00:00:00,5,,5.0,104.0,4,,False,False,17.0,,Kyiv,0.0,,1.0,779.0,644.0
36,3790000.0,45.0,2017-01-25T00:00:00,2,,9.0,27.0,9,False,False,False,6.3,2.0,Kyiv,1.0,459.0,0.0,,139.0
37,1990000.0,45.8,2017-10-28T00:00:00,2,2.5,5.0,,1,,False,False,,,Brovary,,,,,196.0
38,3150000.0,40.0,2018-03-29T00:00:00,1,2.75,18.0,16.3,9,,False,False,11.6,,Hostomel,,,,,103.0
39,5200000.0,54.4,2018-11-29T00:00:00,2,2.75,9.0,29.7,2,,False,False,8.8,2.0,Kyiv,0.0,,1.0,1175.0,29.0
40,3590000.0,36.0,2017-03-15T00:00:00,1,2.6,26.0,15.0,22,,False,False,10.0,2.0,Bucha,0.0,,0.0,,430.0
41,7900000.0,74.0,2016-05-04T00:00:00,3,,14.0,59.0,8,False,False,False,12.0,5.0,Kyiv,1.0,725.0,1.0,759.0,179.00000000000003
42,22000000.0,161.8,2015-07-08T00:00:00,4,2.8,4.0,80.9,2,False,False,False,17.6,5.0,Borshchahivka,2.0,47.0,1.0,907.0,987.0
43,9330000.0,48.0,2017-01-10T00:00:00,2,3.0,4.0,28.0,4,,False,False,7.5,,Kyiv,0.0,,1.0,492.0,763.0000000000001
44,5350000.0,40.0,2018-11-18T00:00:00,1,,22.0,,3,,False,False,,1.0,Kyiv,1.0,620.0,1.0,1152.0,
45,5200000.0,50.6,2018-12-02T00:00:00,2,2.65,9.0,30.3,7,,False,False,7.0,,Kyiv,0.0,,0.0,,
46,6600000.0,52.1,2019-01-31T00:00:00,2,2.6,24.0,29.7,9,,False,False,8.3,2.0,Kyiv,0.0,,0.0,,
47,3600000.0,56.1,2018-10-18T00:00:00,3,,4.0,42.5,3,,False,False,5.7,1.0,Hostomel,,,,,179.00000000000003
48,3600000.0,33.83,2017-10-03T00:00:00,1,,24.0,15.35,6,,False,False,9.5,,Kyiv,0.0,,1.0,170.0,322.0
49,3050000.0,30.8,2018-11-22T00:00:00,1,2.5,9.0,18.0,7,,False,False,6.0,,Kyiv,1.0,675.0,0.0,,
50,4500000.0,48.2,2017-11-13T00:00:00,1,2.7,5.0,25.4,4,False,False,False,9.0,1.0,Borshchahivka,1.0,531.0,3.0,330.0,152.0
51,45000000.0,161.0,2017-10-17T00:00:00,3,3.2,8.0,38.0,4,,False,False,50.0,,Kyiv,0.0,,3.0,99.0,541.0
52,11795000.0,136.0,2017-09-22T00:00:00,6,3.0,2.0,94.0,2,,False,False,11.0,1.0,Kyiv,1.0,526.0,0.0,,
53,4300000.0,39.1,2017-11-10T00:00:00,1,,25.0,15.4,13,,False,False,15.5,2.0,Vyshneve,0.0,,0.0,,6.000000000000001
54,3320000.0,36.5,2017-04-14T00:00:00,1,,24.0,14.0,6,,False,False,12.0,0.0,Kyiv,0.0,,0.0,,44.00000000000001
55,7400000.0,58.8,2018-03-24T00:00:00,2,2.6,10.0,33.7,9,,False,False,10.7,,Kyiv,0.0,,1.0,998.0,69.0
56,4350000.0,41.0,2016-03-28T00:00:00,1,2.8,7.0,18.1,4,False,False,False,11.1,2.0,Kyiv,1.0,271.0,1.0,439.0,152.0
57,3200000.0,45.0,2017-10-25T00:00:00,1,,25.0,17.0,10,,False,False,12.0,,Boryspil,0.0,,1.0,649.0,173.0
58,3900000.0,33.0,2017-07-05T00:00:00,1,2.6,9.0,19.0,5,,False,False,7.0,,Kyiv,0.0,,2.0,898.0,298.0
59,6300000.0,46.5,2017-03-06T00:00:00,1,,13.0,,13,,False,False,,,Kyiv,0.0,,0.0,,336.0
60,2740000.0,35.0,2018-01-01T00:00:00,1,,12.0,,8,,False,False,,,Brovary,,,,,11.000000000000002
61,7990000.0,74.0,2017-08-24T00:00:00,2,,4.0,43.0,4,,False,False,20.0,,Kyiv,1.0,363.0,0.0,,609.0
62,4800000.0,78.6,2017-09-17T00:00:00,3,2.8,9.0,48.8,5,,False,False,11.9,2.0,Hostomel,,,,,5.0
63,20000000.0,118.0,2018-09-11T00:00:00,3,3.0,9.0,68.0,7,,False,False,16.0,,Kyiv,1.0,648.0,1.0,779.0,37.0
64,3100000.0,44.3,2017-11-07T00:00:00,2,2.5,5.0,29.0,5,,False,False,5.3,,Brovary,,,,,143.0
65,4400000.0,57.0,2018-03-03T00:00:00,3,2.5,5.0,39.0,2,,False,False,7.0,,Kyiv,0.0,,0.0,,216.0
66,3450000.0,34.0,2015-12-16T00:00:00,1,2.6,17.0,17.4,8,False,False,False,11.5,2.0,Borshchahivka,,,,,186.00000000000003
67,2550000.0,31.0,2018-08-28T00:00:00,1,2.5,5.0,15.4,4,,False,False,7.2,,Vyshneve,0.0,,2.0,490.0,39.0
68,4150000.0,74.0,2017-08-04T00:00:00,3,2.8,5.0,44.0,1,,False,False,8.0,2.0,Boyarka,,,,,234.0
69,4010000.0,50.7,2018-09-16T00:00:00,2,2.6,5.0,28.9,5,False,False,False,9.0,2.0,Vyshneve,,,,,194.00000000000003
70,3400000.0,30.0,2018-09-05T00:00:00,1,,5.0,16.0,1,,False,False,7.0,,Kyiv,1.0,382.0,0.0,,14.0
71,4850000.0,57.5,2019-03-27T00:00:00,3,2.5,9.0,39.0,8,,False,False,6.2,,Kyiv,1.0,334.0,1.0,333.0,
72,4500000.0,55.0,2018-12-09T00:00:00,2,2.7,3.0,35.5,2,,False,False,7.5,1.0,Vyshneve,3.0,167.0,3.0,118.0,141.0
73,4750000.0,73.8,2016-03-14T00:00:00,3,,10.0,44.8,1,False,False,False,10.4,0.0,Brovary,0.0,,3.0,631.0,166.0
74,2350000.0,34.0,2018-06-14T00:00:00,1,2.5,9.0,19.0,8,,False,False,7.1,,Vyshneve,1.0,445.0,1.0,996.0,121.0
75,4950000.0,44.0,2018-02-27T00:00:00,2,2.7,23.0,21.0,19,,False,False,15.0,2.0,Kyiv,0.0,,0.0,,36.0
76,2800000.0,55.1,2016-05-14T00:00:00,3,2.6,5.0,38.4,1,,False,False,4.9,,Bucha,,,,,606.0
77,4300000.0,62.1,2016-03-13T00:00:00,3,2.55,5.0,43.5,1,False,False,False,7.3,0.0,Kyiv,1.0,231.0,2.0,854.0,186.00000000000003
78,4350000.0,37.0,2018-02-22T00:00:00,1,,19.0,18.0,6,,False,False,10.7,,Kyiv,0.0,,0.0,,45.00000000000001
79,2590000.0,55.7,2017-12-18T00:00:00,3,2.5,4.0,42.6,4,,False,False,7.0,,Hostomel,,,,,463.0
80,4050000.0,79.1,2018-02-23T00:00:00,3,3.0,15.0,45.23,1,,False,False,11.95,1.0,Brovary,,,,,235.0
81,10949000.0,68.0,2018-12-27T00:00:00,1,,10.0,,6,,False,False,,,Kyiv,,,,,
82,4500000.0,80.5,2018-01-15T00:00:00,3,,25.0,,16,,False,False,,,Boyarka,0.0,,0.0,,60.0
83,4200000.0,41.4,2018-09-24T00:00:00,1,2.7,25.0,16.5,20,,False,False,10.2,,Boyarka,0.0,,0.0,,81.0
84,2400000.0,43.9,2019-03-13T00:00:00,2,,2.0,27.46,1,,False,False,5.2,,Borshchahivka,,,,,
85,5200000.0,46.3,2018-11-26T00:00:00,2,3.0,5.0,27.8,5,,False,False,8.0,,Kyiv,0.0,,1.0,682.0,65.0
86,4500000.0,63.0,2018-07-17T00:00:00,2,,11.0,36.0,3,,False,False,9.0,2.0,Vyshneve,0.0,,0.0,,100.0
87,4999000.0,52.0,2019-04-23T00:00:00,2,2.61,9.0,30.0,6,,False,False,9.0,2.0,Kyiv,0.0,,1.0,881.0,
88,1700000.0,33.1,2019-04-09T00:00:00,1,,5.0,18.4,1,,False,False,6.4,,Irpin,,,,,
89,2500000.0,63.0,2018-10-25T00:00:00,3,2.5,5.0,43.0,4,,False,False,9.0,,Borshchahivka,,,,,45.00000000000001
90,6450000.0,67.7,2017-09-16T00:00:00,3,,9.0,40.0,4,,False,False,8.0,1.0,Kyiv,0.0,,0.0,,534.0
91,2130000.0,54.0,2015-10-28T00:00:00,2,,3.0,28.0,1,,False,False,8.5,0.0,Hostomel,,,,,439.0
92,4200000.0,72.0,2017-11-17T00:00:00,2,,12.0,45.0,4,,False,False,10.0,,Irpin,,,,,54.0
93,3500000.0,40.4,2016-06-15T00:00:00,1,2.75,9.0,20.0,7,False,False,False,10.0,1.0,Kyiv,1.0,511.0,0.0,,239.0
94,3500000.0,29.5,2019-04-26T00:00:00,1,2.5,5.0,15.6,2,,False,False,5.5,1.0,Kyiv,0.0,,0.0,,4.0
95,5150000.0,47.0,2018-08-06T00:00:00,2,2.75,9.0,28.1,9,False,False,False,7.0,2.0,Kyiv,2.0,751.0,1.0,881.0,34.0
96,8780000.0,78.3,2018-08-24T00:00:00,3,2.5,15.0,51.0,9,,False,False,11.0,,Kyiv,0.0,,1.0,746.0,31.0
97,4898000.0,146.0,2019-02-12T00:00:00,4,,2.0,77.0,2,,False,False,13.0,,Brovary,,,,,34.0
98,11700000.0,80.0,2014-12-10T00:00:00,3,,5.0,55.1,3,,False,False,11.0,0.0,Kyiv,1.0,666.0,0.0,,831.0
99,9600000.0,90.0,2017-09-26T00:00:00,4,,5.0,67.0,2,,False,False,8.0,,Kyiv,0.0,,0.0,,104.0
100,3800000.0,38.6,2018-02-22T00:00:00,1,,9.0,18.0,6,,False,False,8.4,2.0,Kyiv,0.0,,0.0,,8.0
101,3000000.0,37.0,2019-03-23T00:00:00,1,2.75,10.0,12.0,3,,False,False,13.0,,Hostomel,,,,,
102,3700000.0,33.0,2016-04-15T00:00:00,1,,14.0,18.0,2,,False,False,6.2,1.0,Kyiv,0.0,,0.0,,88.00000000000001
103,4800000.0,35.0,2018-10-04T00:00:00,1,2.7,25.0,17.0,9,,False,False,9.0,,Kyiv,0.0,,0.0,,19.0
104,6900000.0,77.2,2018-04-18T00:00:00,4,2.6,9.0,61.0,1,,False,False,6.0,,Kyiv,0.0,,1.0,713.0,300.0
105,4900000.0,32.0,2018-01-07T00:00:00,1,,25.0,15.0,5,,False,False,9.0,,Kyiv,0.0,,1.0,464.0,60.0
106,10500000.0,124.1,2017-05-25T00:00:00,5,3.2,4.0,79.4,3,,False,False,20.0,0.0,Kyiv,1.0,384.0,0.0,,6.000000000000001
107,11000000.0,101.0,2016-04-13T00:00:00,4,3.0,3.0,73.0,3,False,False,False,9.0,1.0,Borshchahivka,3.0,127.0,3.0,405.0,122.0
108,9490000.0,80.0,2017-10-30T00:00:00,3,2.55,10.0,46.0,7,,False,False,11.0,1.0,Kyiv,0.0,,0.0,,
109,7497600.0,62.5,2015-12-08T00:00:00,2,,5.0,35.5,5,,False,False,9.5,,Vyshneve,1.0,517.0,0.0,,1048.0
110,3850000.0,72.3,2017-09-29T00:00:00,2,,3.0,27.4,2,,False,False,23.6,0.0,Hostomel,,,,,45.00000000000001
111,4590000.0,40.0,2017-05-29T00:00:00,1,,6.0,18.0,1,,False,False,10.0,0.0,Kyiv,1.0,241.0,0.0,,31.0
112,2500000.0,33.3,2018-03-27T00:00:00,1,2.55,9.0,19.0,3,,False,False,7.0,2.0,Boryspil,,,,,226.0
113,5750000.0,78.0,2016-05-19T00:00:00,3,,27.0,45.4,27,,False,False,10.8,2.0,Brovary,0.0,,0.0,,426.0
114,4000000.0,21.4,2019-02-07T00:00:00,1,2.9,8.0,8.3,7,,False,False,6.3,,Kyiv,2.0,488.0,1.0,286.0,
115,3850000.0,42.0,2018-11-05T00:00:00,2,,5.0,27.0,4,,False,False,6.5,,Kyiv,0.0,,0.0,,73.0
116,10999000.0,97.2,2017-11-13T00:00:00,3,2.5,16.0,,16,,False,False,18.3,5.0,Kyiv,0.0,,2.0,390.0,394.0
117,8520000.0,84.7,2018-03-04T00:00:00,3,3.2,5.0,55.9,4,,False,False,8.4,1.0,Kyiv,1.0,156.0,0.0,,390.0
118,4500000.0,31.0,2019-02-24T00:00:00,1,2.5,9.0,17.0,4,,False,False,5.0,,Kyiv,0.0,,2.0,439.0,60.0
119,6200000.0,67.0,2015-10-21T00:00:00,3,,6.0,42.5,2,False,False,False,8.2,2.0,Kyiv,1.0,576.0,1.0,556.0,330.0
120,2500000.0,30.9,2017-10-20T00:00:00,1,2.75,5.0,16.7,1,,False,False,6.0,,Brovary,1.0,285.0,2.0,221.0,360.00000000000006
121,33000000.0,180.0,2017-02-17T00:00:00,3,2.9,9.0,86.0,8,False,False,False,24.0,4.0,Kyiv,1.0,633.0,0.0,,144.0
122,2100000.0,60.0,2019-04-06T00:00:00,2,2.5,5.0,31.5,2,,False,False,9.0,2.0,Boyarka,,,,,
123,4300000.0,48.0,2019-04-04T00:00:00,1,,22.0,14.0,5,,False,False,23.8,,Kyiv,0.0,,1.0,1097.0,9.0
124,12490000.0,87.8,2019-03-10T00:00:00,3,,12.0,45.1,3,,False,False,24.0,1.0,Kyiv,0.0,,1.0,516.0,
125,4800000.0,65.9,2018-02-25T00:00:00,3,2.55,9.0,48.5,8,,False,False,6.3,,Kyiv,0.0,,0.0,,239.0
126,4050000.0,51.0,2019-04-23T00:00:00,2,,5.0,30.5,1,,False,False,6.6,,Irpin,1.0,15.0,1.0,659.0,
127,6210000.0,55.0,2019-04-29T00:00:00,2,2.5,11.0,31.9,3,,False,False,8.3,,Kyiv,0.0,,0.0,,
128,2500000.0,31.0,2019-02-13T00:00:00,1,2.75,3.0,19.5,1,,False,False,5.0,,Irpin,0.0,,2.0,896.0,35.0
129,3200000.0,32.0,2018-02-01T00:00:00,1,2.5,9.0,18.0,3,,False,False,8.0,,Kyiv,1.0,215.0,0.0,,40.0
130,2650000.0,49.0,2018-06-23T00:00:00,2,2.8,8.0,31.0,8,,False,False,6.0,2.0,Brovary,,,,,163.0
131,3400000.0,71.1,2018-08-20T00:00:00,3,2.5,5.0,41.9,4,,False,False,9.0,2.0,Vyshneve,,,,,
132,2699000.0,33.0,2017-10-13T00:00:00,1,2.5,9.0,19.0,7,,False,False,6.0,,Boyarka,0.0,,0.0,,49.0
133,3150000.0,31.0,2018-03-23T00:00:00,1,,25.0,,6,,False,False,,,Boyarka,,,,,78.0
134,3800000.0,33.7,2017-07-10T00:00:00,1,2.65,17.0,15.1,3,,False,False,7.3,,Kyiv,0.0,,1.0,998.0,353.00000000000006
135,3990000.0,48.0,2018-09-28T00:00:00,1,3.25,5.0,20.5,1,False,False,False,17.0,,Boyarka,0.0,,2.0,443.0,216.0
136,6500000.0,51.8,2018-08-01T00:00:00,2,3.45,6.0,25.6,2,,False,False,7.3,1.0,Kyiv,2.0,533.0,1.0,812.0,163.0
137,13310800.0,85.1,2018-01-01T00:00:00,2,2.7,10.0,31.52,5,,False,False,26.85,1.0,Kyiv,1.0,141.0,3.0,133.0,340.0
138,4800000.0,40.0,2017-11-18T00:00:00,2,,3.0,29.0,2,,False,False,6.0,,Kyiv,0.0,,2.0,729.0,80.0
139,2200000.0,31.0,2016-04-13T00:00:00,1,2.5,5.0,17.0,3,False,False,False,5.5,1.0,Boryspil,,,,,172.0
140,16912000.0,105.7,2016-12-09T00:00:00,2,2.7,3.0,48.4,1,,False,False,15.4,,Vyshneve,3.0,366.0,3.0,179.0,390.0
141,6500000.0,32.6,2019-02-27T00:00:00,1,,5.0,18.5,5,,False,False,5.5,,Kyiv,0.0,,0.0,,
142,4620000.0,86.2,2017-09-27T00:00:00,3,2.75,12.0,49.6,9,,False,False,17.0,1.0,Irpin,,,,,42.0
143,2990000.0,30.0,2016-06-08T00:00:00,1,2.5,9.0,20.0,9,,False,False,5.6,0.0,Kyiv,0.0,,1.0,332.0,60.0
144,2450000.0,27.0,2017-03-30T00:00:00,0,,24.0,15.5,2,,True,False,,2.0,Irpin,,,,,181.00000000000003
145,8290000.0,77.0,2015-09-21T00:00:00,2,2.77,16.0,40.0,5,,False,False,10.0,1.0,Kyiv,0.0,,1.0,260.0,807.0
146,4400000.0,53.6,2018-03-31T00:00:00,2,2.55,10.0,29.2,10,,False,False,7.8,1.0,Boyarka,1.0,341.0,2.0,256.0,55.0
147,27700000.0,179.6,2017-07-06T00:00:00,5,2.85,25.0,97.2,25,,False,False,33.8,2.0,Kyiv,0.0,,1.0,806.0,75.0
148,4790000.0,35.5,2018-11-04T00:00:00,1,2.65,25.0,17.0,20,,False,False,9.0,,Kyiv,0.0,,2.0,981.0,71.0
149,5300000.0,53.0,2018-06-28T00:00:00,2,2.65,12.0,31.5,6,,False,False,7.6,,Kyiv,2.0,633.0,1.0,878.0,55.0
150,3900000.0,45.0,2017-07-01T00:00:00,2,,5.0,29.0,3,,False,False,6.0,,Kyiv,0.0,,0.0,,222.0
151,2950000.0,44.9,2019-03-20T00:00:00,2,,5.0,28.0,3,,False,False,5.4,1.0,Irpin,,,,,
152,8090000.0,81.22,2018-08-08T00:00:00,3,2.64,24.0,42.9,10,,False,False,12.72,1.0,Kyiv,0.0,,1.0,594.0,104.0
153,4350000.0,55.0,2017-05-21T00:00:00,2,2.57,9.0,31.2,2,,False,False,8.3,0.0,Hostomel,1.0,589.0,0.0,,45.00000000000001
154,8200000.0,80.0,2018-11-06T00:00:00,3,4.15,3.0,44.2,2,,False,False,12.2,,Kyiv,2.0,344.0,1.0,838.0,38.0
155,96000000.0,317.0,2017-07-07T00:00:00,4,3.5,3.0,183.0,3,,False,False,,1.0,Kyiv,2.0,508.0,3.0,366.0,62.0
156,10990000.0,80.0,2018-06-25T00:00:00,2,2.75,22.0,34.0,19,,False,False,19.0,2.0,Kyiv,0.0,,1.0,564.0,7.0
157,7250000.0,75.75,2017-02-15T00:00:00,2,2.7,22.0,40.61,3,,False,False,15.0,2.0,Kyiv,0.0,,0.0,,30.0
158,3100000.0,47.3,2017-11-07T00:00:00,2,,5.0,27.5,2,,False,False,8.5,,Bucha,,,,,45.00000000000001
159,7050000.0,66.0,2017-09-04T00:00:00,3,3.0,4.0,37.8,4,False,False,False,11.0,,Kyiv,0.0,,1.0,1013.0,98.0
160,3300000.0,41.9,2017-07-30T00:00:00,1,,7.0,15.4,7,,False,False,12.4,2.0,Boyarka,0.0,,1.0,264.0,228.0
161,5000000.0,42.9,2016-04-11T00:00:00,1,2.75,23.0,18.9,8,False,False,False,7.9,1.0,Kyiv,1.0,417.0,0.0,,69.0
162,5600000.0,66.0,2018-07-11T00:00:00,3,2.5,9.0,48.0,9,,False,False,6.3,,Kyiv,1.0,762.0,0.0,,
163,6500000.0,67.4,2017-05-11T00:00:00,3,2.65,17.0,40.1,6,False,False,False,10.3,1.0,Kyiv,0.0,,1.0,357.0,56.0
164,800000.0,40.3,2018-06-25T00:00:00,2,,3.0,,1,,False,False,,2.0,Brovary,,,,,81.0
165,7430000.0,60.2,2019-02-28T00:00:00,2,2.5,4.0,,2,,False,False,10.2,,Brovary,0.0,,0.0,,
166,2300000.0,60.0,2017-12-02T00:00:00,2,,3.0,,1,,False,False,,,Brovary,,,,,45.00000000000001
167,3750000.0,35.1,2019-04-08T00:00:00,1,2.75,23.0,15.9,1,,False,False,9.8,,Kyiv,0.0,,1.0,68.0,
168,2250000.0,73.0,2018-11-14T00:00:00,3,,5.0,43.4,5,,False,False,8.4,,Vyshneve,,,,,46.00000000000001
169,6180000.0,85.0,2017-06-02T00:00:00,3,2.8,17.0,51.8,17,,False,False,17.5,0.0,Kyiv,0.0,,0.0,,20.0
170,1400000.0,73.5,2018-03-31T00:00:00,3,2.6,5.0,46.0,5,,False,False,8.0,,Vyshneve,,,,,276.0
171,3800000.0,49.0,2019-02-22T00:00:00,2,2.5,9.0,38.0,8,,False,False,10.0,1.0,Bucha,0.0,,0.0,,11.000000000000002
172,3570000.0,73.3,2018-02-08T00:00:00,3,2.5,5.0,47.4,3,,False,False,8.3,2.0,Bucha,,,,,122.0
173,11000000.0,97.9,2017-04-11T00:00:00,3,2.75,16.0,57.7,3,,False,False,14.7,1.0,Kyiv,0.0,,0.0,,
174,2100000.0,31.6,2018-10-16T00:00:00,1,,5.0,17.5,4,,False,False,5.5,1.0,Borshchahivka,,,,,37.0
175,2550000.0,52.0,2019-03-08T00:00:00,2,2.6,5.0,31.0,3,,False,False,10.0,1.0,Boryspil,,,,,
176,7835000.0,52.56,2019-03-14T00:00:00,1,,24.0,15.36,2,,False,False,20.91,,Kyiv,0.0,,0.0,,
177,21042018.0,154.9,2017-09-10T00:00:00,4,3.3,16.0,89.11,3,,False,False,21.3,,Kyiv,1.0,441.0,2.0,427.0,563.0
178,16300000.0,153.0,2019-03-30T00:00:00,4,2.71,10.0,89.4,10,,False,False,,1.0,Kyiv,0.0,,2.0,346.0,
179,14800000.0,108.7,2019-04-11T00:00:00,3,4.0,5.0,72.4,5,,False,False,8.0,,Kyiv,1.0,559.0,0.0,,
180,3850000.0,31.7,2018-08-02T00:00:00,1,2.5,5.0,17.9,2,,False,False,5.6,2.0,Kyiv,0.0,,0.0,,8.0
181,7900000.0,71.8,2017-08-23T00:00:00,3,3.0,5.0,38.7,1,,False,False,12.0,,Kyiv,0.0,,1.0,585.0,
182,3400000.0,60.0,2017-10-10T00:00:00,3,2.5,5.0,44.1,1,,False,False,6.0,,Brovary,0.0,,0.0,,98.0
183,3000000.0,43.8,2017-02-16T00:00:00,2,2.7,5.0,27.7,2,,False,False,5.5,0.0,Bucha,0.0,,0.0,,246.0
184,2600000.0,30.2,2018-02-14T00:00:00,1,2.65,9.0,26.1,5,,False,False,6.2,,Kyiv,0.0,,1.0,824.0,12.000000000000002
185,8500000.0,49.9,2018-10-20T00:00:00,1,3.0,16.0,18.9,14,,False,False,10.6,,Kyiv,1.0,749.0,1.0,833.0,145.0
186,11640000.0,65.2,2018-10-02T00:00:00,2,,,30.8,4,,False,False,12.0,,Kyiv,1.0,123.0,0.0,,49.0
187,4300000.0,52.3,2017-10-06T00:00:00,2,,12.0,29.8,4,,False,False,10.9,,Kyiv,0.0,,0.0,,69.0
188,4600000.0,38.5,2019-04-16T00:00:00,1,2.5,12.0,18.5,5,,False,False,,,Kyiv,1.0,501.0,0.0,,
189,6150000.0,62.0,2017-10-13T00:00:00,3,,9.0,41.5,5,,False,False,8.5,2.0,Kyiv,1.0,10.0,0.0,,45.00000000000001
190,5200000.0,62.8,2016-06-01T00:00:00,3,,9.0,39.7,2,,False,False,9.7,0.0,Kyiv,0.0,,2.0,898.0,233.0
